phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,ln_Genome_size,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Average_lifespan_days
Lymnaea_stagnalis_ott844828,GCA_964033795.1_LYST_v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea,Lymnaea stagnalis,20.66457305,-0.064820704,0.00726684,0.001172381,6.10E-05,0.000766472,-0.000518655,-0.000245063,8.95E-05,0.000161787,-3.28E-05,-0.042429336,-0.093581619,775.0625
Omphiscola_reticulata_ott2879192,GCA_964017045.1_xgOmpGlab2.1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Omphiscola,Omphiscola glabra,20.4286229,-0.064820704,0.00726684,0.001172381,6.10E-05,0.000766472,-0.000518655,-0.000245063,8.95E-05,0.000161787,-3.28E-05,-0.042429336,-0.093581619,517.0833333
Diodora_aspera_ott335847,GCA_031471655.1_ASM3147165v1,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Diodora aspera,20.4778872,-0.064337419,0.007116029,0.001131326,5.75E-05,0.000703935,-0.000429619,-0.000183593,5.36E-05,9.40E-05,-1.45E-05,-0.018200559,-0.030748411,7300
Gibbula_cineraria_ott83913,GCA_916613615.1_xgSteCine2.1,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala cineraria,20.96267957,-0.064338323,0.007116306,0.0011314,5.75E-05,0.000704041,-0.000429752,-0.000183674,5.37E-05,9.41E-05,-1.45E-05,-0.01821732,-0.030780847,1277.5
Phorcus_lineatus_ott1016187,GCA_921293015.1_xgPhoLine1.1,Mollusca,Gastropoda,Trochida,Trochidae,Phorcus,Phorcus lineatus,20.68020588,-0.064338323,0.007116306,0.0011314,5.75E-05,0.000704041,-0.000429752,-0.000183674,5.37E-05,9.41E-05,-1.45E-05,-0.01821732,-0.030780847,4927.5
Haliotis_cracherodii_ott260344,GCA_022045235.1_xgHalCrac1.p,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis cracherodii,20.89068747,-0.064340237,0.007116893,0.001131557,5.75E-05,0.000704266,-0.000430033,-0.000183846,5.38E-05,9.42E-05,-1.46E-05,-0.018252899,-0.030849728,10950
Haliotis_rubra_ott695282,GCA_003918875.1_ASM391887v1,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rubra,21.04409149,-0.064340237,0.007116893,0.001131557,5.75E-05,0.000704266,-0.000430033,-0.000183846,5.38E-05,9.42E-05,-1.46E-05,-0.018252899,-0.030849728,6387.5
Haliotis_laevigata_ott780536,GCA_008038995.1_Hlaev_1.0,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis laevigata,21.29008725,-0.064340237,0.007116893,0.001131557,5.75E-05,0.000704266,-0.000430033,-0.000183846,5.38E-05,9.42E-05,-1.46E-05,-0.018252899,-0.030849728,5475
Haliotis_rufescens_ott820667,GCA_023055435.1_xgHalRufe1.0.p,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rufescens,21.01180106,-0.064340237,0.007116893,0.001131557,5.75E-05,0.000704266,-0.000430033,-0.000183846,5.38E-05,9.42E-05,-1.46E-05,-0.018252899,-0.030849728,15512.5
Lottia_scabra_ott840646,GCA_029955415.1_xgLotScab1.0.hap1,Mollusca,Gastropoda,Lottioidea,Lottiidae,Lottia,Lottia scabra,19.84159701,-0.064342597,0.007117617,0.00113175,5.75E-05,0.000704542,-0.00043038,-0.000184058,5.39E-05,9.44E-05,-1.46E-05,-0.018297024,-0.030935229,3041.666667
Lottia_gigantea_ott840650,GCA_000327385.1_Helro1,Mollusca,Gastropoda,Lottioidea,Lottiidae,Lottia,Lottia gigantea,19.7002405,-0.064342597,0.007117617,0.00113175,5.75E-05,0.000704542,-0.00043038,-0.000184058,5.39E-05,9.44E-05,-1.46E-05,-0.018297024,-0.030935229,6077.25
Patella_depressa_ott259396,GCA_948474765.1_xgPatDepr1.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella depressa,20.34304626,-0.064342859,0.007117697,0.001131772,5.75E-05,0.000704573,-0.000430418,-0.000184082,5.39E-05,9.44E-05,-1.46E-05,-0.018301909,-0.030944687,2068.333333
Patella_pellucida_ott326421,GCA_917208275.1_xgPatPell1.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella pellucida,20.38368959,-0.064342859,0.007117697,0.001131772,5.75E-05,0.000704573,-0.000430418,-0.000184082,5.39E-05,9.44E-05,-1.46E-05,-0.018301909,-0.030944687,365
Patella_ulyssiponensis_ott503763,GCA_963678685.1_xgPatUlys2.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella ulyssiponensis,20.35737106,-0.064342859,0.007117697,0.001131772,5.75E-05,0.000704573,-0.000430418,-0.000184082,5.39E-05,9.44E-05,-1.46E-05,-0.018301909,-0.030944687,5475
Patella_caerulea_ott833972,GCA_964341155.2_xgPatCaer1.2,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella caerulea,20.40290775,-0.064342859,0.007117697,0.001131772,5.75E-05,0.000704573,-0.000430418,-0.000184082,5.39E-05,9.44E-05,-1.46E-05,-0.018301909,-0.030944687,1703.333333
Patella_vulgata_ott853190,GCA_932274485.2_xgPatVulg1.2,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella vulgata,20.35997291,-0.064342859,0.007117697,0.001131772,5.75E-05,0.000704573,-0.000430418,-0.000184082,5.39E-05,9.44E-05,-1.46E-05,-0.018301909,-0.030944687,5037
Candidula_unifasciata_unifasciata_ott526948,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,21.02829417,-0.064222395,0.007080687,0.001121865,5.67E-05,0.000690317,-0.000412371,-0.000172953,4.88E-05,8.51E-05,-1.27E-05,-0.015914746,-0.026277535,365
Micromelon_nepouieana_ott44822,GCA_039654405.1_ASM3965440v1,Mollusca,Gastropoda,Acteonimorpha,Aplustridae,Bullina,Bullina lineata,20.29890114,-0.064222395,0.007080687,0.001121865,5.67E-05,0.000690317,-0.000412371,-0.000172953,4.88E-05,8.51E-05,-1.27E-05,-0.015914746,-0.026277535,47
Cepaea_nemoralis_ott891883,GCA_964166675.1_xgCepNemo3.hap2.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea nemoralis,21.9082751,-0.064224614,0.007081366,0.001122046,5.67E-05,0.000690573,-0.000412684,-0.000173141,4.89E-05,8.53E-05,-1.28E-05,-0.015950825,-0.026345789,2482
Cepaea_hortensis_ott983300,GCA_963921405.1_xgCepHort1.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea hortensis,21.87668364,-0.064224614,0.007081366,0.001122046,5.67E-05,0.000690573,-0.000412684,-0.000173141,4.89E-05,8.53E-05,-1.28E-05,-0.015950825,-0.026345789,2920
Helix_aspersa_aspersa_ott978328,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,21.79089054,-0.064224587,0.007081357,0.001122044,5.67E-05,0.00069057,-0.000412681,-0.000173139,4.89E-05,8.53E-05,-1.28E-05,-0.015950381,-0.026344949,2104.583333
Latipes_erinaceus_ott5743720,GCA_033807755.1_Elch_1.0,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Ellobium,Ellobium chinense,20.67141452,-0.064172077,0.007065299,0.001117767,5.64E-05,0.000684512,-0.000405243,-0.000168673,4.69E-05,8.17E-05,-1.21E-05,-0.015086426,-0.024707712,7300
Theodoxus_fluviatilis_ott738426,GCA_034096865.1_UHGW_Tflu_1.1,Mollusca,Gastropoda,Cycloneritida,Neritidae,Theodoxus,Theodoxus fluviatilis,20.76473733,-0.064172077,0.007065299,0.001117767,5.64E-05,0.000684512,-0.000405243,-0.000168673,4.69E-05,8.17E-05,-1.21E-05,-0.015086426,-0.024707712,1277.5
Arion_vulgaris_ott629322,GCA_020796225.1_ASM2079622v1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion vulgaris,21.15571443,-0.064199443,0.007073663,0.001119993,5.66E-05,0.000687658,-0.000409088,-0.000170973,4.79E-05,8.35E-05,-1.24E-05,-0.015525319,-0.025536098,720.6
Arion_rufus_ott661121,GCA_032362185.1_ASM3236218v1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion ater rufus,20.80168269,-0.064199443,0.007073663,0.001119993,5.66E-05,0.000687658,-0.000409088,-0.000170973,4.79E-05,8.35E-05,-1.24E-05,-0.015525319,-0.025536098,620.5
Ariolimax_columbianus_ott2882280,GCA_036924085.1_xgAriColu1.0.hap1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Ariolimax,Ariolimax columbianus,21.55370888,-0.064199435,0.00707366,0.001119992,5.66E-05,0.000687657,-0.000409087,-0.000170972,4.79E-05,8.35E-05,-1.24E-05,-0.01552519,-0.025535856,1825
Euhadra_peliomphala_ott330216,GCA_040496235.1_ASM4049623v1,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Euhadra,Euhadra peliomphala,21.08499313,-0.064172077,0.007065299,0.001117767,5.64E-05,0.000684512,-0.000405243,-0.000168673,4.69E-05,8.17E-05,-1.21E-05,-0.015086426,-0.024707712,912.5
Pecten_maximus_ott449048,GCA_902652985.1_xPecMax1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,Pecten maximus,20.63804164,-0.064990088,0.007321548,0.001187845,6.24E-05,0.000793247,-0.000569017,-0.00029177,0.000153733,0.00030444,0.000122065,0.097235519,0.019443376,6752.5
Ylistrum_balloti_ott727118,GCA_031769215.1_AGI_CSIRO_Ybal_v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Ylistrum,Ylistrum balloti,20.29014834,-0.064990088,0.007321548,0.001187845,6.24E-05,0.000793247,-0.000569017,-0.00029177,0.000153733,0.00030444,0.000122065,0.097235519,0.019443376,1306.75
Argopecten_irradians_irradians_ott1078203,GCA_004382745.1_QAU_Airr_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians irradians,20.54365506,-0.064990243,0.007321596,0.001187858,6.24E-05,0.000793267,-0.000569046,-0.000291792,0.000153751,0.000304476,0.000122083,0.097250705,0.019446854,730
Argopecten_irradians_concentricus_ott1078205,GCA_004382765.1_QAU_Acon_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians concentricus,20.5894876,-0.064990243,0.007321596,0.001187858,6.24E-05,0.000793267,-0.000569046,-0.000291792,0.000153751,0.000304476,0.000122083,0.097250705,0.019446854,694.5138889
Mimachlamys_varia_varia_ott961950,GCA_947623455.1_xbMimVari1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,Mimachlamys varia,20.69833921,-0.064990231,0.007321593,0.001187857,6.24E-05,0.000793266,-0.000569044,-0.000291791,0.000153749,0.000304473,0.000122082,0.097249534,0.019446586,1825
Chlamys_rubida_ott413566,GCA_032359455.1_ASM3235945v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,Chlamys rubida,20.40948315,-0.064990194,0.007321581,0.001187854,6.24E-05,0.000793261,-0.000569037,-0.000291785,0.000153745,0.000304465,0.000122078,0.097245886,0.01944575,2190
Crassadoma_gigantea_ott139557,GCA_032360845.1_ASM3236084v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Crassadoma gigantea,20.6207353,-0.064990194,0.007321581,0.001187854,6.24E-05,0.000793261,-0.000569037,-0.000291785,0.000153745,0.000304465,0.000122078,0.097245886,0.01944575,7300
Mizuhopecten_yessoensis_ott449027,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,20.71075614,-0.064990194,0.007321581,0.001187854,6.24E-05,0.000793261,-0.000569037,-0.000291785,0.000153745,0.000304465,0.000122078,0.097245886,0.01944575,5031.785714
Margaritifera_margaritifera_cumingii_ott733556,GCA_964021215.1_xbPinMarg1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada margaritifera,20.9966902,-0.064992749,0.007322379,0.001188072,6.24E-05,0.000793595,-0.000569529,-0.000292146,0.000154037,0.000305066,0.000122387,0.097497368,0.019503385,2007.5
Pinctada_imbricata_ott763333,GCA_033119305.1_ASM3311930v1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada imbricata,20.71080939,-0.064992749,0.007322379,0.001188072,6.24E-05,0.000793595,-0.000569529,-0.000292146,0.000154037,0.000305066,0.000122387,0.097497368,0.019503385,2190
Pinctada_fucata_ott978934,GCA_028142955.1_Pfu_4.1A,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada fucata,20.65167991,-0.064992749,0.007322379,0.001188072,6.24E-05,0.000793595,-0.000569529,-0.000292146,0.000154037,0.000305066,0.000122387,0.097497368,0.019503385,2190
Pteria_penguin_ott335715,GCA_035048485.1_Ppen_2.0,Mollusca,Bivalvia,Pterioida,Pteriidae,Pteria,Pteria penguin,20.54737923,-0.064992709,0.007322367,0.001188068,6.24E-05,0.00079359,-0.000569521,-0.00029214,0.000154032,0.000305056,0.000122382,0.097493442,0.019502486,1405.25
Saccostrea_glomerata_ott26482,GCA_003671525.1_Sgl1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,Saccostrea glomerata,20.48513656,-0.064993071,0.00732248,0.001188099,6.24E-05,0.000793637,-0.000569591,-0.000292191,0.000154073,0.000305141,0.000122426,0.097528985,0.019510629,2737.5
Saccostrea_cucullata_ott162886,GCA_032062105.1_CSIRO_AGI_Scuc_v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,Saccostrea cuccullata,20.880768,-0.064993071,0.00732248,0.001188099,6.24E-05,0.000793637,-0.000569591,-0.000292191,0.000154073,0.000305141,0.000122426,0.097528985,0.019510629,5794.375
Crassostrea_rhizophorae_ott88178,GCA_040285155.1_LNCC_Crhi_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea rhizophorae,20.19109263,-0.064993415,0.007322587,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562746,0.019518364,1199.025
Crassostrea_tulipa_ott332853,GCA_040285235.1_LNCC_Cgas_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea gasar,20.04603771,-0.064993415,0.007322587,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562746,0.019518364,1760.516667
Crassostrea_virginica_ott365708,GCA_002022765.4_C_virginica-3.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,20.34452623,-0.064993415,0.007322587,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562746,0.019518364,2930.95
Crassostrea_nippona_ott424417,GCA_033439105.1_Cni_ZS_v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea nippona,20.08647258,-0.064993415,0.007322587,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562746,0.019518364,2737.5
Crassostrea_ariakensis_ott1063880,GCA_020458035.1_ASM2045803v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea ariakensis,20.3125046,-0.064993415,0.007322587,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562746,0.019518364,4745
Magallana_gigas_ott987409,GCA_963853765.1_xbMagGiga1.1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana gigas,20.15057195,-0.064993416,0.007322588,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562861,0.01951839,2117
Magallana_hongkongensis_ott7493916,GCA_015776775.1_ASM1577677v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana hongkongensis,20.2267089,-0.064993416,0.007322588,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562861,0.01951839,3650
Magallana_rivularis_ott7493918,GCA_025612915.2_ASM2561291v2,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana angulata,20.25212887,-0.064993416,0.007322588,0.001188128,6.24E-05,0.000793682,-0.000569657,-0.00029224,0.000154113,0.000305222,0.000122467,0.097562861,0.01951839,1642.5
Ostrea_denselamellosa_ott1088120,GCA_024699665.1_O._denselamellosa_genome_assembly_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea denselamellosa,20.27053915,-0.064993048,0.007322473,0.001188097,6.24E-05,0.000793634,-0.000569586,-0.000292188,0.000154071,0.000305136,0.000122423,0.097526694,0.019510104,2190
Ostrea_angasi_ott1088125,GCA_947568905.1_xbOstEdul1.1,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea edulis,20.61211441,-0.064993048,0.007322473,0.001188097,6.24E-05,0.000793634,-0.000569586,-0.000292188,0.000154071,0.000305136,0.000122423,0.097526694,0.019510104,3650
Pinna_nobilis_ott31389,GCA_016161895.1_ASM1616189v1,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,Pinna nobilis,20.18965385,-0.064992445,0.007322284,0.001188046,6.24E-05,0.000793555,-0.00056947,-0.000292103,0.000154002,0.000304994,0.00012235,0.097467518,0.019496547,9344
Perna_viridis_ott1014605,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,20.39907959,-0.064984861,0.007319915,0.0011874,6.23E-05,0.000792563,-0.000568009,-0.000291031,0.000153135,0.000303207,0.00012143,0.096719361,0.019325022,1424.513889
Arcuatula_senhousia_ott50689,GCA_963971305.1_xbArcSenh1.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcuatula,Arcuatula senhousia,20.75944535,-0.064984861,0.007319915,0.0011874,6.23E-05,0.000792563,-0.000568009,-0.000291031,0.000153135,0.000303207,0.00012143,0.096719361,0.019325022,742.1666667
Geukensia_granosissima_ott69865,GCA_032357055.1_ASM3235705v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,Geukensia granosissima,20.88552795,-0.06498502,0.007319965,0.001187413,6.23E-05,0.000792583,-0.000568039,-0.000291054,0.000153153,0.000303244,0.000121449,0.09673481,0.019328557,6570
Geukensia_demissa_ott945732,GCA_034783895.1_ASM3478389v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,Geukensia demissa,20.74558077,-0.06498502,0.007319965,0.001187413,6.23E-05,0.000792583,-0.000568039,-0.000291054,0.000153153,0.000303244,0.000121449,0.09673481,0.019328557,5718.333333
Limnoperna_fortunei_ott94516,GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,21.01263047,-0.064984861,0.007319915,0.0011874,6.23E-05,0.000792563,-0.000568009,-0.000291031,0.000153135,0.000303207,0.00012143,0.096719361,0.019325022,1373.727273
Mytilus_unguiculatus_ott362065,GCA_017311375.1_Mcoruscus_HiC,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus coruscus,21.17212878,-0.064985423,0.00732009,0.001187447,6.23E-05,0.000792636,-0.000568117,-0.00029111,0.000153198,0.000303338,0.000121498,0.096774075,0.019337543,8881.666667
Mytilus_galloprovincialis_ott423885,GCA_037788925.1_MytGallo_primary_0.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus galloprovincialis,21.06977477,-0.064985423,0.00732009,0.001187447,6.23E-05,0.000792636,-0.000568117,-0.00029111,0.000153198,0.000303338,0.000121498,0.096774075,0.019337543,1034.166667
Mytilus_edulis_ott499751,GCA_019925275.2_PEIMed_v2,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,21.22478735,-0.064985423,0.00732009,0.001187447,6.23E-05,0.000792636,-0.000568117,-0.00029111,0.000153198,0.000303338,0.000121498,0.096774075,0.019337543,5028.888889
Mytilus_trossulus_ott499754,GCA_036588685.2_PNRI_Mtr1.2.1.hap1,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus trossulus,20.9845454,-0.064985423,0.00732009,0.001187447,6.23E-05,0.000792636,-0.000568117,-0.00029111,0.000153198,0.000303338,0.000121498,0.096774075,0.019337543,2798.333333
Mytilus_californianus_ott1025558,GCA_021869535.1_xbMytCali1.0.p,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus californianus,21.22523248,-0.064985423,0.00732009,0.001187447,6.23E-05,0.000792636,-0.000568117,-0.00029111,0.000153198,0.000303338,0.000121498,0.096774075,0.019337543,4745
Tegillarca_granosa_ott539397,GCA_029721355.1_KUTeg,Mollusca,Bivalvia,Arcoida,Arcidae,Tegillarca,Tegillarca granosa,20.63496481,-0.064980389,0.007318518,0.001187019,6.23E-05,0.000791979,-0.00056715,-0.000290403,0.000152627,0.000302162,0.000120894,0.096283218,0.019225202,1821.616667
Anadara_kagoshimensis_ott64928,GCA_021292105.1_ASM2129210v1,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,Anadara kagoshimensis,20.83233215,-0.064980389,0.007318518,0.001187019,6.23E-05,0.000791979,-0.00056715,-0.000290403,0.000152627,0.000302162,0.000120894,0.096283218,0.019225202,2596.0625
Serripes_groenlandicus_ott2862351,GCA_031761405.1_xbSerGroe1_p1.0,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,Serripes groenlandicus,21.2883889,-0.064960262,0.00731222,0.001185298,6.21E-05,0.000789321,-0.000563197,-0.000287478,0.000150223,0.000297201,0.000118308,0.094176542,0.018737947,9855
Clinocardium_nuttallii_ott661556,GCA_031471495.1_ASM3147149v1,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,20.58310717,-0.064960262,0.00731222,0.001185298,6.21E-05,0.000789321,-0.000563197,-0.000287478,0.000150223,0.000297201,0.000118308,0.094176542,0.018737947,3668.25
Fragum_fragum_ott78491,GCA_946902895.1_xbFraFrag2.1,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,Fragum fragum,20.86571325,-0.06496016,0.007312188,0.00118529,6.21E-05,0.000789308,-0.000563178,-0.000287464,0.000150212,0.000297177,0.000118296,0.094166856,0.018735741,1460
Tridacna_gigas_ott78499,GCA_945859785.2_xbTriGiga4.2,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas,20.88535785,-0.064960468,0.007312284,0.001185316,6.22E-05,0.000789348,-0.000563236,-0.000287507,0.000150246,0.000297248,0.000118332,0.094196049,0.018742392,41366.66667
Tridacna_derasa_ott599996,GCA_963210305.1_xbTriDera4.1,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna derasa,20.78177181,-0.064960468,0.007312284,0.001185316,6.22E-05,0.000789348,-0.000563236,-0.000287507,0.000150246,0.000297248,0.000118332,0.094196049,0.018742392,22995
Tridacna_crocea_ott599998,GCA_943736015.1_xbTriCroc3.1,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna crocea,20.77108888,-0.064960468,0.007312284,0.001185316,6.22E-05,0.000789348,-0.000563236,-0.000287507,0.000150246,0.000297248,0.000118332,0.094196049,0.018742392,18493.33333
Hippopus_hippopus_ott652458,GCA_946811185.2_xbHipHipp8.3,Mollusca,Bivalvia,Cardiida,Cardiidae,Hippopus,Hippopus hippopus,20.78953354,-0.064960467,0.007312284,0.001185316,6.22E-05,0.000789348,-0.000563236,-0.000287506,0.000150246,0.000297248,0.000118332,0.094195974,0.018742375,14600
Cerastoderma_edule_ott439669,GCA_947846245.1_V1.2,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,Cerastoderma edule,20.44285821,-0.06496016,0.007312188,0.00118529,6.21E-05,0.000789308,-0.000563178,-0.000287464,0.000150212,0.000297177,0.000118296,0.094166856,0.018735741,3023.273529
Macomangulus_tenuis_ott15334,GCA_964059415.1_xbMacTenu1.hap1.1,Mollusca,Bivalvia,Cardiida,Tellinidae,Macomangulus,Macomangulus tenuis,21.36857539,-0.064958532,0.00731168,0.001185151,6.21E-05,0.000789096,-0.000562868,-0.000287238,0.000150031,0.000296805,0.000118106,0.094012354,0.018700535,2482
Nuttallia_obscurata_ott139252,GCA_032358795.1_ASM3235879v1,Mollusca,Bivalvia,Cardiida,Psammobiidae,Nuttallia,Nuttallia obscurata,20.97923084,-0.064958532,0.00731168,0.001185151,6.21E-05,0.000789096,-0.000562868,-0.000287238,0.000150031,0.000296805,0.000118106,0.094012354,0.018700535,4866.666667
Mya_arenaria_ott7366,GCA_026914265.1_ASM2691426v1,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,20.91888878,-0.064953549,0.007310124,0.001184728,6.21E-05,0.000788447,-0.000561918,-0.000286544,0.000149475,0.00029566,0.000117521,0.093537188,0.01859218,5878.527778
Dreissena_polymorpha_polymorpha_ott154694,GCA_020536995.1_UMN_Dpol_1.0,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena polymorpha,21.30994608,-0.064953777,0.007310195,0.001184747,6.21E-05,0.000788477,-0.000561961,-0.000286576,0.0001495,0.000295712,0.000117548,0.093558667,0.018597069,2707.083333
Dreissena_rostriformis_compressa_ott4160794,GCA_007657795.1_UV_Dro_v1.1,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena rostriformis,20.93975023,-0.064953777,0.007310195,0.001184747,6.21E-05,0.000788477,-0.000561961,-0.000286576,0.0001495,0.000295712,0.000117548,0.093558667,0.018597069,4988.333333
Congeria_kusceri_ott905007,GCA_027627225.1_MU_Ckus_1.0,Mollusca,Bivalvia,Myida,Dreissenidae,Congeria,Congeria kusceri,21.16159609,-0.064953773,0.007310194,0.001184747,6.21E-05,0.000788476,-0.00056196,-0.000286575,0.0001495,0.000295711,0.000117548,0.093558353,0.018596998,14235
Mactromeris_polynyma_ott131019,GCA_032209605.1_xbMacPoly1_p1.0,Mollusca,Bivalvia,Venerida,Mactridae,Mactromeris,Mactromeris polynyma,20.49129693,-0.064952503,0.007309798,0.001184639,6.21E-05,0.000788311,-0.000561719,-0.000286399,0.000149359,0.000295421,0.0001174,0.093438259,0.018569647,17624.28571
Spisula_subtruncata_ott131021,GCA_963678985.1_xbSpiSubt1.1,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula subtruncata,20.65162175,-0.064952556,0.007309815,0.001184643,6.21E-05,0.000788318,-0.000561729,-0.000286407,0.000149365,0.000295433,0.000117406,0.093443294,0.018570793,1246.475
Spisula_solida_ott131022,GCA_947247005.1_xbSpiSoli1.1,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solida,20.65295951,-0.064952556,0.007309815,0.001184643,6.21E-05,0.000788318,-0.000561729,-0.000286407,0.000149365,0.000295433,0.000117406,0.093443294,0.018570793,2737.5
Cyclina_sinensis_ott39264,GCA_012932295.1_ASM1293229v1,Mollusca,Bivalvia,Venerida,Veneridae,Cyclina,Cyclina sinensis,20.62136597,-0.064955264,0.00731066,0.001184873,6.21E-05,0.00078867,-0.000562244,-0.000286782,0.000149665,0.000296052,0.000117721,0.093699733,0.018629212,2555
